class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,qf_0,qf_1,qf_2,qf_3,qf_4,qf_5,qf_6,qf_7,qf_8,qf_9,qf_10,qf_11,qf_12,y,set,fold,row_id
1.9685186,-0.20472059,0.17246975,-2.609652,-5.15439,0.92083484,3.213718,0.8488583,-0.13976204,-0.15046321,0.6124622,0.20842476,1.8387886,-0.025878906,0.0043945312,0.00390625,0.00390625,0.017089844,-0.043945312,-0.014160156,0.015136719,-0.005859375,0.017089844,0.024902344,0.0,-0.03125,1,train,4,0
0.4537253,-1.4078517,-0.3365353,0.3157403,0.9270371,0.7167903,0.74902457,-0.4361537,1.2730788,1.0603564,0.8651951,0.23784766,-0.5870963,-0.0107421875,-0.0068359375,0.01171875,-0.010253906,-0.009277344,0.026367188,-0.0048828125,-0.020019531,-0.0009765625,0.009277344,0.020507812,-0.015625,-0.012207031,1,train,4,1
-0.21842396,0.8643302,0.81546575,-2.455654,0.96951526,0.25230706,-0.3880503,3.4188824,-0.80008054,-0.66710216,1.0471046,-0.021292038,0.3321852,-0.011230469,0.024902344,0.015136719,-0.0078125,0.052734375,0.014160156,-0.0068359375,-0.032226562,-0.020996094,-0.015625,-0.014160156,0.009277344,0.03515625,1,train,4,2
0.07579539,0.92658174,-0.113487974,0.21429099,1.1061814,0.27435207,-0.39671135,2.1338704,-0.19647151,-0.20255968,1.1067709,0.114172645,0.5314074,-0.022460938,0.024414062,0.021972656,-0.019042969,0.01171875,0.020507812,0.0126953125,0.010253906,0.0107421875,-0.0048828125,0.021484375,0.009277344,0.03857422,1,train,4,3
1.24929,-0.95892215,-0.18808983,0.5896394,0.8893019,0.9644122,1.4258254,-0.4361537,-0.7243999,-0.74251974,0.45286697,0.38040528,0.4180809,0.013671875,0.0078125,0.0234375,0.0024414062,-0.013183594,0.03125,0.020996094,0.028808594,-0.009277344,-0.0107421875,-0.00390625,0.021484375,0.0053710938,1,train,4,4
1.215162,-0.9876537,0.01836647,-2.2798352,0.68525976,0.11132151,-0.42764375,-0.4361537,-0.38271517,-0.47677138,1.1504291,-3.1384063,0.14632972,0.0,0.00048828125,0.024902344,0.0073242188,0.021484375,0.040039062,0.0024414062,0.014160156,-0.04638672,-0.008300781,-0.0063476562,-0.0048828125,-0.040039062,1,train,4,5
1.570833,-0.83202475,-0.7041374,-2.3579845,0.8621262,0.72858185,0.15635987,0.8488583,0.045665666,-0.11040348,0.018224586,-3.0120392,0.45388046,-0.016601562,0.0126953125,0.012207031,-0.00048828125,-0.0063476562,-0.009765625,0.0107421875,-0.018554688,-0.011230469,-0.0107421875,0.030761719,0.014160156,-0.0029296875,1,train,4,6
0.08187482,-1.2665886,0.5926112,0.5283678,0.032163247,0.037496354,0.9742124,-1.0786598,-1.303326,-0.92006147,0.38737956,0.33466142,-0.18260777,-0.016601562,0.032714844,0.018066406,0.032714844,0.0126953125,-0.030761719,0.0,-0.0009765625,-0.014160156,-0.036621094,0.015136719,0.016601562,-0.05029297,1,train,4,7
-0.759503,-0.92659926,0.11116578,0.4938736,-0.8281786,-0.80123943,1.5841993,0.2063523,1.2822584,1.1007923,-0.54690754,0.3863817,-3.0071695,-0.015136719,-0.016601562,-0.041015625,0.0073242188,0.027832031,-0.005859375,-0.020507812,-0.005859375,-0.01171875,-0.0107421875,0.009277344,-0.013183594,-0.0063476562,1,train,4,8
-0.3972211,-0.89786774,0.15416627,-1.7730112,-0.3699208,-0.7171608,-0.25813422,0.8488583,0.23190933,0.07146395,-0.60123783,-2.3757114,-0.15157375,-0.0009765625,0.028808594,0.005859375,0.0024414062,0.026367188,-0.009277344,0.009765625,0.00390625,0.036621094,-0.019042969,0.02734375,-0.017578125,-0.02734375,1,train,4,9
0.05647459,-0.17479196,-0.040553577,0.48754078,0.27439615,0.16925375,0.6005491,2.1338704,-0.09529203,-0.07918322,0.6920173,0.30175617,-0.16924106,-0.0087890625,0.030761719,0.001953125,-0.0126953125,0.020507812,0.05859375,-0.064453125,-0.015136719,0.023925781,0.0029296875,0.028808594,-0.009765625,0.033691406,1,train,4,11
-0.38361245,-1.4497517,0.14790125,0.2992133,-0.27568692,-1.3226297,0.36793745,-1.0786598,-0.29601905,-0.29584432,0.58432686,0.48896208,-1.2167268,0.0063476562,-0.00048828125,0.0073242188,0.014160156,-0.00390625,0.018066406,0.02734375,0.022460938,-0.013671875,-0.036621094,-0.00048828125,0.0009765625,0.0024414062,1,train,4,12
1.1801256,-0.9254021,0.6524469,0.5769718,0.08029905,-0.5423387,0.10563075,0.8488583,-0.54876375,-0.903511,0.65903103,-2.6335435,0.63369185,-0.040527344,-0.013183594,-0.037109375,-0.013671875,-0.005859375,-0.048828125,0.0107421875,0.01171875,0.023925781,-0.0043945312,0.030273438,-0.021972656,0.0078125,1,train,4,14
0.48240206,-0.9565279,-0.09409856,0.35978514,0.46031407,0.11132151,-0.6887132,-1.0786598,0.1880513,0.916856,0.65903103,0.2140865,-0.43750528,-0.001953125,-0.025390625,-0.0009765625,0.001953125,0.020507812,-0.010253906,-0.0009765625,0.008300781,0.022949219,0.076660156,0.0,-0.00390625,-0.022460938,1,train,4,15
0.93450296,-0.79730755,-1.7052191,0.47197717,0.66764766,0.6885932,-0.7654255,-0.4361537,0.22068983,0.3325105,0.690562,0.50728995,0.42505482,-0.0107421875,-0.001953125,-0.043945312,0.010253906,0.061035156,-0.0014648438,-0.025390625,0.0014648438,0.024902344,-0.010253906,0.009765625,0.020996094,-0.036132812,1,train,4,16
-1.5812218,3.2550294,-3.3659587,-1.9787555,-0.011332024,-0.005055646,3.666568,-1.7211658,0.9681124,0.87679625,-0.65362775,0.1455768,1.5276346,-0.024902344,-0.00048828125,0.0043945312,0.013183594,0.044921875,0.005859375,0.022949219,0.0048828125,0.024902344,0.0126953125,0.024902344,-0.009277344,0.010253906,1,train,4,17
2.4438741,-0.28253505,-1.3771862,0.28049394,1.2101978,0.6301483,2.072931,0.2063523,2.2797737,1.4831464,1.117443,0.32079726,-3.0071695,-0.009765625,-0.016601562,-0.010253906,-0.001953125,0.0078125,0.001953125,0.017578125,-0.027832031,-0.012207031,-0.0078125,-0.0009765625,0.0063476562,0.029296875,1,train,4,19
0.7468622,-0.41182673,1.0102724,0.22422928,-0.40054688,-0.18500447,2.1484063,-0.4361537,-0.75255066,-0.7793822,-0.29999572,0.2562291,0.08972457,-0.0029296875,0.017578125,-0.0014648438,0.009277344,-0.0043945312,-0.00390625,-0.032714844,-0.029785156,0.04248047,0.00048828125,-0.00048828125,0.032714844,-0.0009765625,1,train,4,22
-0.012467516,-1.1109596,1.4427929,0.49774852,-0.27426368,-0.6387216,0.5720913,0.8488583,-1.3012861,-1.2055576,-0.34559438,0.44996154,-0.66357714,0.016113281,-0.011230469,0.0048828125,-0.019042969,0.016601562,0.03857422,-0.03466797,0.022949219,-0.013671875,-0.0146484375,0.028808594,-0.0068359375,-0.014160156,1,train,4,23
-0.48516506,0.1963231,0.70614934,0.5610225,0.11547385,1.1110371,-0.22348994,0.2063523,-1.1778716,-1.1946493,-0.096742205,0.3915423,0.5849905,0.0029296875,0.011230469,-0.0024414062,0.005859375,0.0126953125,-0.010253906,-0.0073242188,0.037109375,-0.022460938,-0.05908203,0.008300781,0.036621094,-0.01171875,1,train,4,24
0.7892925,-0.66083294,3.1981468,0.44333115,-0.071623616,0.90545464,2.6742568,1.4913644,-0.46594346,-0.48485857,0.056061756,0.44752806,0.27767223,-0.0107421875,-0.037597656,0.0029296875,0.00390625,0.016601562,-0.024902344,-0.038085938,0.03173828,-0.01953125,-0.021972656,-0.033691406,0.040039062,0.0068359375,1,train,4,27
1.1278946,-0.9948365,0.20282775,0.57763284,0.5881265,0.89827716,1.491402,-0.4361537,-0.88616467,-0.8529191,0.41114905,0.41941047,0.20398094,0.0063476562,-0.0107421875,0.018554688,0.0068359375,0.029296875,0.020019531,0.010253906,-0.0009765625,-0.0390625,-0.00048828125,-0.0073242188,0.07421875,0.0068359375,1,train,4,28
-0.32579502,0.88707596,0.05528186,0.5083788,-0.87002105,-1.1708779,-0.54642415,-0.4361537,0.09809132,0.13860632,-1.0649858,0.37974563,-0.59302413,-0.08935547,0.00390625,0.008300781,0.037109375,-0.009277344,-0.049804688,-0.0034179688,-0.014160156,-0.009277344,0.0063476562,-0.03564453,0.01171875,-0.015625,1,train,4,30
-0.016642896,0.6679984,0.15526827,-2.1639097,1.1210283,0.21847053,0.52383673,-0.4361537,-0.39413866,-0.58735883,0.49021906,-0.099563524,0.4964215,-0.020019531,0.0014648438,0.009277344,-0.0234375,-0.021484375,-0.016113281,-0.011230469,-0.00048828125,-0.018066406,0.038085938,0.020019531,-0.037597656,-0.033203125,1,train,4,31
1.4276812,0.16400017,-0.09970173,0.5841847,0.74222815,0.8726435,1.491402,0.2063523,-0.790289,-0.61143225,0.4334633,0.4315498,0.35438558,-0.009277344,-0.016601562,0.0053710938,-0.0034179688,0.019042969,-0.0053710938,0.012207031,0.020996094,0.017089844,0.02734375,0.05810547,0.0107421875,-0.0078125,1,train,4,32
0.63028014,0.5554667,-0.28121686,0.46255645,0.9686571,0.75062686,-0.08120093,0.8488583,0.6288756,0.7246445,0.6682478,0.50997514,0.33962408,0.005859375,-0.012207031,-0.032714844,0.022949219,0.034179688,0.07470703,0.020996094,-0.028808594,0.034179688,0.045410156,0.0390625,0.01953125,0.0073242188,1,train,4,33
1.9531412,0.21188599,-1.3714834,0.4911501,0.64273214,0.7357593,-0.529102,-0.4361537,0.15928859,0.3353316,0.5314519,0.40265366,1.5688971,0.00390625,0.0073242188,-0.0078125,0.0073242188,0.013183594,0.032714844,0.01953125,0.009277344,-0.0146484375,-0.0087890625,0.009765625,0.0107421875,0.0146484375,1,train,4,34
-0.30700582,-1.3192629,-1.0777797,0.43676573,-0.28558603,-0.66435534,-0.18018459,1.4913644,-0.17729637,-0.16024306,-0.30872738,0.38369417,-0.49132082,-0.021484375,-0.022949219,-0.0146484375,0.052734375,0.008300781,-0.022460938,-0.015136719,0.026855469,0.026367188,0.029296875,-0.020019531,-0.024902344,0.0078125,1,train,4,35
0.035733,0.20590027,-1.9990933,0.52956194,0.4731903,0.586571,-0.87554485,-0.4361537,1.0945867,1.051893,0.3306238,0.5031409,-0.0992692,-0.023925781,0.02734375,-0.016601562,-0.0126953125,0.053222656,-0.021484375,0.005859375,0.0043945312,-0.013671875,-0.0029296875,0.027832031,-0.033203125,0.0053710938,1,train,4,36
1.2023846,-0.9876537,-0.7318384,0.5277805,0.8308891,0.70038474,-1.2665303,0.2063523,0.56849426,0.4056712,1.154795,0.46014988,0.596265,-0.001953125,0.009765625,-0.020019531,0.0073242188,0.037109375,0.001953125,-0.020507812,0.036621094,0.012207031,0.013183594,0.018554688,0.0048828125,0.009277344,1,train,4,37
-0.94434094,0.6009582,0.32620355,0.498646,-0.10798151,-0.7561241,0.53497237,0.2063523,0.14725313,0.15628527,-0.5226529,0.38120943,0.19572845,0.0024414062,0.018554688,0.024414062,-0.0053710938,-0.019042969,0.010253906,-0.05419922,-0.016113281,0.041015625,-0.012207031,-0.016601562,-0.013183594,-0.018066406,1,train,4,38
-0.50995636,-1.0618767,0.6221435,0.44071043,-0.7806714,-1.047836,0.061088096,0.8488583,-0.22176638,0.046638202,-0.95438474,0.25073287,-0.8167713,-0.005859375,-0.0087890625,0.020996094,-0.0029296875,0.0043945312,0.015625,-0.01171875,0.00390625,-0.020019531,-0.020019531,0.020019531,-0.02734375,-0.025390625,1,train,4,39
1.1115603,-0.9876537,-0.22706144,-2.331531,0.68525976,0.02929356,-0.43011835,-0.4361537,-0.2548129,-0.38179407,1.1499441,-2.8606708,0.16132368,-0.01171875,0.032714844,-0.0029296875,-0.0034179688,-0.0087890625,0.04345703,-0.001953125,0.017578125,-0.021484375,0.021972656,0.0009765625,0.022460938,0.0024414062,1,train,4,40
0.12597728,0.78412145,-1.8589561,0.5525865,0.62771225,0.29127035,-0.57364464,-1.7211658,-0.09998382,-0.04288496,0.4271571,0.49315536,0.42040554,-0.022460938,0.015136719,0.0053710938,-0.017089844,-0.00048828125,0.0,-0.00048828125,0.012207031,0.0087890625,0.029296875,0.0048828125,0.012207031,-0.013671875,1,train,4,41
0.058552615,0.97566473,0.16478787,0.5719533,-0.05286019,-0.43262634,2.081592,-1.0786598,0.28372303,0.08895482,-0.22529157,0.5187393,-0.14750561,-0.005859375,-0.0053710938,0.016601562,-0.0126953125,0.021484375,0.017089844,-0.05419922,0.00390625,0.0,-0.016113281,0.017089844,-0.018066406,-0.02734375,1,train,4,42
