class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,qf_0,qf_1,qf_2,qf_3,qf_4,qf_5,qf_6,qf_7,qf_8,qf_9,qf_10,qf_11,qf_12,y,set,fold,row_id
2.2712867,-0.19266424,0.16473092,-2.3658884,-5.8022165,1.1293491,3.4171603,0.7226997,-0.077798836,-0.07239657,0.7092595,0.23732245,2.1881099,0.00048828125,0.021972656,0.014160156,-0.025878906,0.0029296875,0.032714844,-0.019042969,-0.009765625,-0.013183594,-0.025878906,-0.0048828125,-0.03564453,0.03955078,1,train,2,0
0.557088,-1.4301608,-0.38514957,0.3843581,0.9713996,0.8587987,0.8955441,-0.61527133,2.18656,1.6921167,1.0431545,0.26601553,-0.78829473,-0.015136719,-0.00390625,0.022460938,-0.017089844,0.03173828,-0.0024414062,-0.033203125,-0.020507812,-0.048339844,0.00390625,0.013671875,-0.0053710938,0.009277344,1,train,2,1
-0.20354208,0.9069222,0.8593625,-2.2211103,1.0187126,0.24292274,-0.2677919,3.3986416,-1.1360906,-0.8252885,1.283482,0.013303623,0.3396044,-0.01953125,-0.0063476562,-0.0009765625,0.018554688,0.016601562,-0.011230469,-0.015625,0.0053710938,-0.037109375,0.0053710938,0.015625,-0.008300781,0.051757812,1,train,2,2
0.12940791,0.9709519,-0.14419052,0.28898266,1.1709341,0.27215305,-0.276653,2.0606706,-0.16868705,-0.14831614,1.3623093,0.1454082,0.58403724,-0.0029296875,-0.014160156,0.021972656,0.0024414062,0.0009765625,-0.00390625,-0.01171875,-0.021484375,0.015136719,-0.015136719,-0.045410156,0.008300781,0.020507812,1,train,2,3
1.4573797,-0.96840835,-0.22478324,0.64185864,0.9293694,1.18713,1.5879759,-0.61527133,-1.0147974,-0.9351937,0.49841222,0.40503708,0.4449929,-0.011230469,0.03466797,0.028808594,-0.0146484375,0.0048828125,-0.0126953125,0.0024414062,-0.0024414062,-0.016601562,-0.030273438,0.022949219,-0.024414062,0.0024414062,1,train,2,4
1.4187592,-0.9979605,-0.0017475515,-2.0558178,0.70210314,0.055984665,-0.30829978,-0.61527133,-0.46717963,-0.54792166,1.4199879,-3.0264926,0.1115717,0.00048828125,-0.0068359375,0.023925781,0.020019531,0.0073242188,0.019042969,0.019042969,-0.0146484375,0.01953125,-0.00048828125,0.009765625,-0.0107421875,0.033691406,1,train,2,5
1.8212502,-0.83788633,-0.7822718,-2.1292884,0.8991005,0.8744335,0.2891916,0.7226997,0.219386,-0.014017982,-0.07581016,-2.90326,0.48891664,-0.014160156,0.0053710938,-0.0063476562,0.0087890625,0.032226562,0.018554688,0.015136719,-0.008300781,0.001953125,0.001953125,0.052246094,-0.0024414062,-0.032226562,1,train,2,6
-0.40587583,-0.90561,0.14495759,-1.579338,-0.47317827,-1.0425314,-0.13487539,0.7226997,0.5178786,0.2510153,-0.8942052,-2.282716,-0.25393665,0.015136719,0.048339844,-0.0009765625,-0.0029296875,0.0063476562,-0.034179688,-0.016113281,-0.0073242188,-0.0053710938,0.017578125,-0.020507812,-0.0043945312,-0.0546875,1,train,2,9
-0.7804213,0.6692737,-0.37422687,-1.7596139,-0.44897497,-1.3246379,-1.9539329,2.0606706,0.178519,-0.40046778,-1.0710863,0.17919298,-0.7013029,-0.0063476562,-0.020996094,-0.013183594,-0.0073242188,-0.00390625,0.0107421875,0.015136719,-0.08984375,-0.0009765625,0.04736328,-0.03173828,0.013671875,0.0078125,1,train,2,10
0.10754375,-0.16188075,-0.06539915,0.54587275,0.24447496,0.13279922,0.7436395,2.0606706,-0.006526788,0.031478945,0.8143627,0.32833883,-0.2756133,0.0,0.0703125,-0.00390625,-0.044433594,0.03125,-0.021484375,-0.06982422,-0.12841797,-0.0014648438,-0.0048828125,0.021484375,-0.02734375,0.03173828,1,train,2,11
-0.39047575,-1.4732577,0.13818946,0.36882058,-0.3682187,-1.8453454,0.50565565,-1.2842568,-0.3282318,-0.28425875,0.67208886,0.5109012,-1.5608108,-0.018066406,0.03125,0.02734375,-0.016113281,-0.00390625,0.015625,0.013183594,0.013671875,-0.0048828125,-0.0043945312,0.0034179688,-0.033691406,0.0034179688,1,train,2,12
-0.736693,0.25184944,0.4144955,0.54416335,-0.4961582,-0.7400316,-0.92098165,0.053714164,-1.4031974,-0.8738003,-0.89548695,0.41701394,-0.108902715,-0.032226562,0.015136719,-0.0043945312,-0.0014648438,0.005859375,-0.053222656,0.005859375,0.0048828125,-0.010253906,-0.040527344,-0.022460938,0.029785156,-0.009765625,1,train,2,13
